id;scenario_id;region;year;input_energy_vector;output_energy_vector;technology;technology_type;parameter_name;value;unit;tags;method;source;comment
1096;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;utility;variable costs;0;€/MWh;;"{""value"": ""Assumption""}";;
1097;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;utility;lifetime;30;years;;;Vartiainen2019;CC BY 4.0
1098;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;rooftop;capital costs;590000;€/MW;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
1099;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;rooftop;fixed costs;9135;€/MW/a;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
1100;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;rooftop;variable costs;0;€/MWh;;"{""value"": ""Assumption""}";;
1101;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;solar radiation;electricity;photovoltaics;rooftop;lifetime;40;years;;;Vartiainen2019;CC BY 4.0
1102;1;"[""DE""]";2050;unknown;co2;unknown;unknown;emission costs;115;€/t;;;TUB ;source forthcoming 
1103;1;"[""Baltic"",""MV""]";2050;electricity;electricity;transmission;hvac;distance;66.74;km;;"{""value"": ""beeline from wind park to network link on mainland""}";own calculation;
1104;1;"[""North"",""NI""]";2050;electricity;electricity;transmission;hvac;distance;104.47;km;;"{""value"": ""beeline from wind park to network link on mainland""}";own calculation;
1105;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;hvac;capital costs;446.39;€/MW/km;;"{""value"": ""own calculation based on Netzentwicklungsplan""}";NetzPlan19;
1106;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;hvac;lifetime;40;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p33, main distribution
1107;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;hvac;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p33, main distribution
1108;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;hvac;output ratio;0.97;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p29, main distribution
1109;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;air;electricity;wind turbine;onshore;capital costs;960000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
1110;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;air;electricity;wind turbine;onshore;fixed costs;11340;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
1111;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;air;electricity;wind turbine;onshore;lifetime;30;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
1112;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2050;air;electricity;wind turbine;offshore;capital costs;1780000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
1113;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2050;air;electricity;wind turbine;offshore;fixed costs;32448;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
1114;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2050;air;electricity;wind turbine;offshore;lifetime;30;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
1115;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;variable costs;1.6;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
1116;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;fixed costs;540;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
1117;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;capital costs;358077.69;€/MWh;;;Schmidt2017;
1118;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;lifetime;30;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
1119;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;input ratio;0.99;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
1120;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;battery;output ratio;0.98;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
1121;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;variable costs;0;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123
1122;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;fixed costs;22500;€/MW/a;;"{""value"": ""Interpolation 2015-2020, 1.5% of investment""}";DEA2020ES;p123
1123;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;capital costs;1500000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123, depends largely on location <4 M€
1124;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;lifetime;50;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123
1125;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;input ratio;1;;;"{""value"": ""Interpolation 2015-2020, median of given range""}";DEA2020ES;p123
1126;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;electricity;electricity;storage;pumped;output ratio;0.75;;;"{""value"": ""Interpolation 2015-2020, median of given range""}";DEA2020ES;p123
1127;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;variable costs;30.6;€/MWh;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
1128;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;fixed costs;406100;€/MW/a;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
1129;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;capital costs;10890000;€/MW;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
1130;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1131;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;input ratio;1;;;;DEA2020;p114, WtE CHP small
1132;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;chp;steam;output ratio;0.24;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1133;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;variable costs;24.7;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1134;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;fixed costs;328000;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1135;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;capital costs;8800000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1136;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
1137;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;input ratio;1;;;;DEA2020;p114, WtE CHP small
1138;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;waste;electricity;generator;steam;output ratio;0.29;;;"{""value"": ""Interpolation 2015-2020, 5% more than WtE CHP""}";DEA2020;p114, WtE CHP small
1139;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;variable costs;9.4;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1140;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;fixed costs;270000;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1141;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;capital costs;5800000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1142;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1143;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1144;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;biomass;electricity;generator;steam;output ratio;0.14;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
1145;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;variable costs;2.16;€/MWh;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1146;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;fixed costs;22119.8;€/MW/a;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1147;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;capital costs;1352800;€/MW;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1148;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1149;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;input ratio;1;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1150;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;generator;steam;output ratio;0.56;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1151;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;variable costs;2.16;€/MWh;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1152;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;fixed costs;23284;€/MW/a;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1153;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;capital costs;1424000;€/MW;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1154;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1155;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;input ratio;1;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1156;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;hard coal;electricity;chp;steam;output ratio;0.56;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
1157;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;variable costs;2.16;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1158;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;fixed costs;22119.8;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p30
1159;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;capital costs;1352800;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p30
1160;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1161;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1162;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;generator;steam;output ratio;0.56;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1163;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;variable costs;2.16;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1164;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;fixed costs;23284;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1165;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;capital costs;1424000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1166;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1167;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1168;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;lignite;electricity;chp;steam;output ratio;0.56;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
1169;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;water;electricity;hydro turbine;run-of-river;variable costs;5;€/MWh;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
1170;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;water;electricity;hydro turbine;run-of-river;fixed costs;84300;€/MW/a;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
1171;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;water;electricity;hydro turbine;run-of-river;capital costs;5620000;€/MW;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
1172;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;water;electricity;hydro turbine;run-of-river;lifetime;60;years;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
1173;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;variable costs;0;€/MWh;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1174;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;fixed costs;79420;€/MW/a;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1175;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;capital costs;3610000;€/MW;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1176;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;lifetime;30;years;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1177;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;input ratio;1;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1178;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;heat;electricity;geothermal;unknown;output ratio;0.25;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
1179;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;variable costs;6;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
1180;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;fixed costs;6000;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
1181;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;capital costs;449000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
1182;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
1183;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
1184;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2050;natural gas;electricity;generator;gas;output ratio;0.5;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
